condition,protocol,trial,stream_id,completion_ms,spread_ms
baseline,tcp,19,1,54.70633400545921,2.754792003543116
baseline,tcp,19,2,54.71275000309106,2.754792003543116
baseline,tcp,19,3,54.71633400884457,2.754792003543116
baseline,tcp,20,0,54.98700001044199,2.3636669939151034
baseline,tcp,20,1,57.33841699839104,2.3636669939151034
baseline,tcp,20,2,57.34600000141654,2.3636669939151034
baseline,tcp,20,3,57.35066700435709,2.3636669939151034
baseline,tcp,21,0,50.82070900243707,2.1614159923046827
baseline,tcp,21,1,52.97762500413228,2.1614159923046827
baseline,tcp,21,2,52.980499996920116,2.1614159923046827
baseline,tcp,21,3,52.98212499474175,2.1614159923046827
baseline,tcp,22,0,51.24666600022465,5.369542006519623
baseline,tcp,22,1,51.25412500638049,5.369542006519623
baseline,tcp,22,2,51.25804099952802,5.369542006519623
baseline,tcp,22,3,56.61620800674427,5.369542006519623
baseline,tcp,23,0,48.77287500130478,4.7917920019244775
baseline,tcp,23,1,51.35316700034309,4.7917920019244775
baseline,tcp,23,2,51.357499993173406,4.7917920019244775
baseline,tcp,23,3,53.56466700322926,4.7917920019244775
baseline,tcp,24,0,53.908250003587455,4.18270799855236
baseline,tcp,24,1,53.917165991151705,4.18270799855236
baseline,tcp,24,2,58.082540999748744,4.18270799855236
baseline,tcp,24,3,58.090958002139814,4.18270799855236
baseline,tcp,25,0,49.64050000126008,5.255457988823764
baseline,tcp,25,1,51.80099999415688,5.255457988823764
baseline,tcp,25,2,51.80879100225866,5.255457988823764
baseline,tcp,25,3,54.89595799008384,5.255457988823764
baseline,tcp,26,0,51.07462500745896,2.0840409997617826
baseline,tcp,26,1,53.14712499966845,2.0840409997617826
baseline,tcp,26,2,53.15470800269395,2.0840409997617826
baseline,tcp,26,3,53.158666007220745,2.0840409997617826
baseline,tcp,27,0,53.13824999029748,2.352458002860658
baseline,tcp,27,1,55.48337499203626,2.352458002860658
baseline,tcp,27,2,55.48804099089466,2.352458002860658
baseline,tcp,27,3,55.49070799315814,2.352458002860658
baseline,tcp,28,0,54.37004200939555,2.381415994022973
baseline,tcp,28,1,54.37887500738725,2.381415994022973
