condition,protocol,trial,stream_id,completion_ms,spread_ms
lossy,quic,3,4,68.94620800449047,50.114917001337744
lossy,quic,3,12,116.46408301021438,50.114917001337744
lossy,quic,4,0,78.44316700357012,8.841374990879558
lossy,quic,4,8,80.95991700247396,8.841374990879558
lossy,quic,4,4,85.0950419990113,8.841374990879558
lossy,quic,4,12,87.28454199444968,8.841374990879558
lossy,quic,5,0,75.65691698982846,0.6346250011119992
lossy,quic,5,8,76.01399999111891,0.6346250011119992
lossy,quic,5,4,76.18783299403731,0.6346250011119992
lossy,quic,5,12,76.29154199094046,0.6346250011119992
lossy,quic,6,0,142.58312499441672,361.4559170091525
lossy,quic,6,8,142.71554199513048,361.4559170091525
lossy,quic,6,4,145.30462499533314,361.4559170091525
lossy,quic,6,12,504.0390420035692,361.4559170091525
lossy,quic,7,0,106.98545799823478,185.176875005709
lossy,quic,7,8,107.21750000084285,185.176875005709
lossy,quic,7,4,291.8465830007335,185.176875005709
lossy,quic,7,12,292.1623330039438,185.176875005709
lossy,quic,8,0,77.1172920067329,94.51554100087378
lossy,quic,8,8,86.61204199597705,94.51554100087378
lossy,quic,8,12,166.04129200277384,94.51554100087378
lossy,quic,8,4,171.63283300760668,94.51554100087378
lossy,quic,9,0,358.38545799197163,1477.22587500175
lossy,quic,9,8,369.9620830011554,1477.22587500175
lossy,quic,9,12,370.0617079884978,1477.22587500175
lossy,quic,9,4,1835.6113329937216,1477.22587500175
lossy,quic,10,0,52.62679199222475,3.2015000033425167
lossy,quic,10,8,53.021667001303285,3.2015000033425167
lossy,quic,10,4,55.60641699412372,3.2015000033425167
lossy,quic,10,12,55.82829199556727,3.2015000033425167
lossy,quic,11,8,53.70233400026336,47.73900000145659
lossy,quic,11,4,59.302334004314616,47.73900000145659
lossy,quic,11,12,59.36679200385697,47.73900000145659
lossy,quic,11,0,101.44133400171995,47.73900000145659
lossy,quic,12,0,48.53437500423752,4.3811670038849115
lossy,quic,12,8,48.74541700701229,4.3811670038849115
lossy,quic,12,4,52.72020799748134,4.3811670038849115
lossy,quic,12,12,52.91554200812243,4.3811670038849115
lossy,quic,13,0,308.87254200933967,54.043165990151465
lossy,quic,13,8,359.8982499970589,54.043165990151465
lossy,quic,13,12,361.8622500071069,54.043165990151465
lossy,quic,13,4,362.91570799949113,54.043165990151465
lossy,quic,14,0,55.62699999427423,7.051416992908344
lossy,quic,14,8,60.01445899892133,7.051416992908344
lossy,quic,14,4,62.44287498702761,7.051416992908344
lossy,quic,14,12,62.67841698718257,7.051416992908344
lossy,quic,15,0,87.66745899629313,48.84708300232887
lossy,quic,15,8,89.90145899588242,48.84708300232887
lossy,quic,15,4,89.9742920009885,48.84708300232887
lossy,quic,15,12,136.514541998622,48.84708300232887
lossy,quic,16,0,52.088917000219226,9.072832996025681
lossy,quic,16,8,55.729959000018425,9.072832996025681
lossy,quic,16,4,60.96158399304841,9.072832996025681
lossy,quic,16,12,61.16174999624491,9.072832996025681
lossy,quic,17,0,116.1036670091562,153.12495800026227
lossy,quic,17,4,116.31954200856853,153.12495800026227
lossy,quic,17,12,167.60387500107754,153.12495800026227
lossy,quic,17,8,269.22862500941847,153.12495800026227
lossy,quic,18,0,51.11462500644848,6.405334002920426
lossy,quic,18,8,51.290250004967675,6.405334002920426
lossy,quic,18,4,57.310375006636605,6.405334002920426
lossy,quic,18,12,57.519959009368904,6.405334002920426
lossy,quic,19,0,51.85691699443851,4.971749993273988
lossy,quic,19,8,52.051374994334765,4.971749993273988
lossy,quic,19,4,56.62891699466854,4.971749993273988
lossy,quic,19,12,56.828666987712495,4.971749993273988
lossy,quic,20,0,56.60541699035093,57.05758300609887
lossy,quic,20,8,56.92491699301172,57.05758300609887
lossy,quic,20,4,58.66991699440405,57.05758300609887
lossy,quic,20,12,113.6629999964498,57.05758300609887
lossy,quic,21,0,84.40541599702556,4.920749997836538
lossy,quic,21,8,88.82229099981487,4.920749997836538
lossy,quic,21,4,89.14174999517854,4.920749997836538
lossy,quic,21,12,89.3261659948621,4.920749997836538
lossy,quic,22,0,81.03995899728034,2.05554100102745
lossy,quic,22,8,81.24149999639485,2.05554100102745
lossy,quic,22,4,83.00533398869447,2.05554100102745
lossy,quic,22,12,83.09549999830779,2.05554100102745
lossy,quic,23,0,53.185458993539214,4.780750008649193
lossy,quic,23,8,55.44674998964183,4.780750008649193
lossy,quic,23,4,57.7852919959696,4.780750008649193
lossy,quic,23,12,57.96620900218841,4.780750008649193
lossy,quic,24,0,757.5063749973197,472.8272500069579
lossy,quic,24,8,759.1889169998467,472.8272500069579
lossy,quic,24,4,1178.688041996793,472.8272500069579
lossy,quic,24,12,1230.3336250042776,472.8272500069579
lossy,quic,25,0,59.27091700141318,54.037374997278675
lossy,quic,25,8,61.45166698843241,54.037374997278675
lossy,quic,25,4,61.52175000170246,54.037374997278675
lossy,quic,25,12,113.30829199869186,54.037374997278675
lossy,quic,26,0,50.55562499910593,2.9076669889036566
lossy,quic,26,8,50.733625001157634,2.9076669889036566
lossy,quic,26,4,53.34204199607484,2.9076669889036566
lossy,quic,26,12,53.46329198800959,2.9076669889036566
lossy,quic,27,0,48.938583000563085,7.052542001474649
lossy,quic,27,8,51.1272080038907,7.052542001474649
lossy,quic,27,4,55.777667002985254,7.052542001474649
lossy,quic,27,12,55.991125002037734,7.052542001474649
lossy,quic,28,0,54.70574999344535,3.846207997412421
lossy,quic,28,8,56.857832998503,3.846207997412421
lossy,quic,28,4,58.32316599844489,3.846207997412421
lossy,quic,28,12,58.55195799085777,3.846207997412421
lossy,quic,29,0,54.80650000390597,2.1716250048484653
lossy,quic,29,8,55.094416995416395,2.1716250048484653
lossy,quic,29,4,56.79245799547061,2.1716250048484653
lossy,quic,29,12,56.97812500875443,2.1716250048484653
lossy,quic,30,8,53.75149998872075,47.335792012745515
lossy,quic,30,4,56.12562499300111,47.335792012745515
lossy,quic,30,12,56.31820799317211,47.335792012745515
lossy,quic,30,0,101.08729200146627,47.335792012745515
lossy,quic,31,0,49.864583008456975,55.539291992317885
lossy,quic,31,4,56.27508299949113,55.539291992317885
lossy,quic,31,12,56.444208006723784,55.539291992317885
lossy,quic,31,8,105.40387500077486,55.539291992317885
lossy,quic,32,0,54.74387500726152,2.8234159981366247
lossy,quic,32,8,56.937250003102235,2.8234159981366247
lossy,quic,32,4,57.38629100960679,2.8234159981366247
lossy,quic,32,12,57.56729100539815,2.8234159981366247
lossy,quic,33,0,99.15816599095706,392.79966699541546
lossy,quic,33,8,99.26995799469296,392.79966699541546
lossy,quic,33,4,100.85604099731427,392.79966699541546
lossy,quic,33,12,491.9578329863725,392.79966699541546
lossy,quic,34,0,48.351082994486205,4.884167006821372
lossy,quic,34,8,50.84687500493601,4.884167006821372
lossy,quic,34,4,53.037082994706,4.884167006821372
lossy,quic,34,12,53.23525000130758,4.884167006821372
lossy,quic,35,0,53.06904199824203,10.966667003231123
lossy,quic,35,8,63.64962499355897,10.966667003231123
lossy,quic,35,4,63.853500003460795,10.966667003231123
lossy,quic,35,12,64.03570900147315,10.966667003231123
lossy,quic,36,0,90.39770800154656,2.6091250038007274
lossy,quic,36,8,90.59000000706874,2.6091250038007274
lossy,quic,36,4,92.82525000162423,2.6091250038007274
lossy,quic,36,12,93.00683300534729,2.6091250038007274
lossy,quic,37,0,51.28045800665859,6.967041990719736
lossy,quic,37,8,51.39458300254773,6.967041990719736
lossy,quic,37,4,55.0113329954911,6.967041990719736
lossy,quic,37,12,58.24749999737833,6.967041990719736
lossy,quic,38,0,76.73283299664035,2.17837501259055
lossy,quic,38,8,78.59304200974293,2.17837501259055
lossy,quic,38,4,78.80337499955203,2.17837501259055
lossy,quic,38,12,78.9112080092309,2.17837501259055
lossy,quic,39,0,53.45074999786448,10.476667011971585
lossy,quic,39,8,61.666167006478645,10.476667011971585
lossy,quic,39,4,63.77829200937413,10.476667011971585
lossy,quic,39,12,63.92741700983606,10.476667011971585
